pairs,scores_lh_prev,coref_label,scores_r1_k1,scores_r0_k1,scores_r1_k0,scores_paired,scores_gpt,scores_llama
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.12')",1,0,0,0,0,0,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.16')",1,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b19.22')",0,0,0,0,0,0,0,0
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b21.7', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b21.12')",0,0,0,0,0,0,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b21.7', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b21.4')",0,0,0,0,0,0,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.18')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.12')",1,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.16')",1,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b19.22')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.16')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.6')",1,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b13.36')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10')",0,0,0,1,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18')",0,0,0,0,0,1,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.18')",0,0,0,0,0,0,0,0
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.12')",0,0,0,0,0,0,0,0
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.16')",0,0,0,0,0,0,0,0
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b19.22')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b21.12')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b21.4')",0,0,0,0,0,0,0,0
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b21.7')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.16')",1,0,0,1,0,1,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.6')",1,0,0,1,0,1,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10')",1,0,0,0,0,1,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b26.4')",1,0,0,0,0,1,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18')",1,0,0,0,0,1,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",1,0,0,0,0,0,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.18')",0,0,0,0,0,0,0,0
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.12')",1,0,0,0,0,0,1,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.16')",1,0,0,0,0,1,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b19.22')",0,0,0,0,0,0,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22')",0,0,0,0,0,1,0,1
"('3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11')",1,0,0,0,0,1,1,1
"('f273534e3f37b415a5f5e0b03346928a.b3.17', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.16')",1,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.17', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.17', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.6')",0,0,0,0,0,1,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.17', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b13.36')",1,0,0,0,0,1,1,1
"('f273534e3f37b415a5f5e0b03346928a.b3.17', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.17', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10')",1,0,0,0,0,0,1,1
"('f273534e3f37b415a5f5e0b03346928a.b3.17', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12')",0,0,0,0,0,0,0,0
"('f273534e3f37b415a5f5e0b03346928a.b3.17', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3')",1,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.27', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.27', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,0
"('f273534e3f37b415a5f5e0b03346928a.b3.27', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.18')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.27', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.12')",1,0,0,0,0,0,1,1
"('f273534e3f37b415a5f5e0b03346928a.b3.27', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.16')",1,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.27', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12')",0,0,0,0,0,0,0,0
"('f273534e3f37b415a5f5e0b03346928a.b3.27', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11')",1,0,0,0,0,1,0,1
"('f273534e3f37b415a5f5e0b03346928a.b3.27', 'f273534e3f37b415a5f5e0b03346928a.b3.17')",1,0,0,0,0,0,1,1
"('f273534e3f37b415a5f5e0b03346928a.b5.16', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.16', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.16', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.12')",1,0,0,0,0,1,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.16', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.16')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.16', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22')",1,0,0,0,0,1,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.16', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12')",0,0,0,0,0,0,0,0
"('f273534e3f37b415a5f5e0b03346928a.b5.16', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11')",1,0,0,0,0,1,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.16', 'f273534e3f37b415a5f5e0b03346928a.b3.17')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.16')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.6')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.18')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.12')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.16')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.18')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', 'f273534e3f37b415a5f5e0b03346928a.b3.17')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', 'f273534e3f37b415a5f5e0b03346928a.b3.27')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.29', 'f273534e3f37b415a5f5e0b03346928a.b5.16')",0,0,0,0,0,0,1,1
"('f273534e3f37b415a5f5e0b03346928a.b5.31', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.31', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.15')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.31', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b14.18')",0,0,0,0,0,0,0,0
"('f273534e3f37b415a5f5e0b03346928a.b5.31', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.12')",1,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.31', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b15.16')",1,0,0,0,0,0,0,0
"('f273534e3f37b415a5f5e0b03346928a.b5.31', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b6.22')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.31', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b8.12')",0,0,0,0,0,0,0,0
"('f273534e3f37b415a5f5e0b03346928a.b5.31', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.11')",0,0,0,0,0,1,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.31', 'f273534e3f37b415a5f5e0b03346928a.b3.17')",1,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.b5.31', 'f273534e3f37b415a5f5e0b03346928a.b5.29')",0,0,0,0,0,0,1,1
"('f273534e3f37b415a5f5e0b03346928a.t1.4', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.16')",1,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.t1.4', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.2')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.t1.4', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b1.6')",0,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.t1.4', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.b2.10')",1,0,0,0,0,0,0,1
"('f273534e3f37b415a5f5e0b03346928a.t1.4', '3d8e1ee1b86fc53e42d8d75a16ef5c7f.t1.3')",1,0,0,0,0,1,1,1
"('f273534e3f37b415a5f5e0b03346928a.t1.4', 'f273534e3f37b415a5f5e0b03346928a.b3.27')",1,0,0,0,0,0,0,0
"('473fecb2553c10b9bc938e06eb94db54.b1.13', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.b3.21', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b3.21', '473fecb2553c10b9bc938e06eb94db54.b1.13')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b3.21', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,0,0,1,0,1
"('473fecb2553c10b9bc938e06eb94db54.b3.22', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b3.22', '473fecb2553c10b9bc938e06eb94db54.b1.13')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b3.22', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b3.22', '473fecb2553c10b9bc938e06eb94db54.b3.21')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.b4.12', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b4.12', '473fecb2553c10b9bc938e06eb94db54.b1.13')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b4.12', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b4.12', '473fecb2553c10b9bc938e06eb94db54.b3.21')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.b4.9', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b4.9', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b4.9', '473fecb2553c10b9bc938e06eb94db54.b3.21')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.b4.9', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.b4.9', '473fecb2553c10b9bc938e06eb94db54.b4.12')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.b5.18', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.b5.18', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b5.18', '473fecb2553c10b9bc938e06eb94db54.b3.21')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b5.18', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b5.18', '473fecb2553c10b9bc938e06eb94db54.b4.12')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b5.2', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b5.2', '473fecb2553c10b9bc938e06eb94db54.b1.13')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.b5.2', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,1,0,1,0,1
"('473fecb2553c10b9bc938e06eb94db54.b5.2', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.12', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.12', '473fecb2553c10b9bc938e06eb94db54.b1.13')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.12', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.12', '473fecb2553c10b9bc938e06eb94db54.b4.12')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.12', '473fecb2553c10b9bc938e06eb94db54.b4.9')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.12', '473fecb2553c10b9bc938e06eb94db54.b5.18')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.13', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.13', '473fecb2553c10b9bc938e06eb94db54.b3.21')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.13', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.13', '473fecb2553c10b9bc938e06eb94db54.b4.12')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.13', '473fecb2553c10b9bc938e06eb94db54.t1.12')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.2', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.2', '473fecb2553c10b9bc938e06eb94db54.b1.13')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.2', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.5', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.5', '473fecb2553c10b9bc938e06eb94db54.b3.21')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.5', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,0,1
"('473fecb2553c10b9bc938e06eb94db54.t1.5', '473fecb2553c10b9bc938e06eb94db54.b4.12')",0,0,0,0,0,0,1,1
"('473fecb2553c10b9bc938e06eb94db54.t1.5', '473fecb2553c10b9bc938e06eb94db54.t1.12')",0,0,0,0,0,0,1,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.b1.13')",0,0,0,0,0,0,1,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.b3.21')",0,0,0,0,0,0,1,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.b4.12')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.b4.9')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.b5.18')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.b5.2')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.t1.12')",0,0,0,0,0,0,1,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.t1.13')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.t1.2')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.11', '473fecb2553c10b9bc938e06eb94db54.t1.5')",0,0,0,0,0,0,1,0
"('4764700daccd20ac56675f81f0c10b0e.b1.13', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,1,1
"('4764700daccd20ac56675f81f0c10b0e.b1.13', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.13', '473fecb2553c10b9bc938e06eb94db54.b3.21')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.13', '473fecb2553c10b9bc938e06eb94db54.b3.22')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.13', '473fecb2553c10b9bc938e06eb94db54.b4.12')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.13', '473fecb2553c10b9bc938e06eb94db54.t1.12')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b1.13', '4764700daccd20ac56675f81f0c10b0e.b1.11')",0,0,0,0,0,0,1,1
"('4764700daccd20ac56675f81f0c10b0e.b12.11', '4764700daccd20ac56675f81f0c10b0e.b10.16')",1,0,0,1,0,1,0,0
"('4764700daccd20ac56675f81f0c10b0e.b25.5', '473fecb2553c10b9bc938e06eb94db54.b1.11')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b25.5', '473fecb2553c10b9bc938e06eb94db54.b2.3')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b25.5', '473fecb2553c10b9bc938e06eb94db54.t1.12')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b25.5', '4764700daccd20ac56675f81f0c10b0e.b1.11')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b25.5', '4764700daccd20ac56675f81f0c10b0e.b10.16')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b27.3', '4764700daccd20ac56675f81f0c10b0e.b1.11')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b27.3', '4764700daccd20ac56675f81f0c10b0e.b1.13')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b27.3', '4764700daccd20ac56675f81f0c10b0e.b10.16')",0,0,0,0,0,1,0,0
"('4764700daccd20ac56675f81f0c10b0e.b27.3', '4764700daccd20ac56675f81f0c10b0e.b15.4')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b27.3', '4764700daccd20ac56675f81f0c10b0e.b21.5')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b3.18', '4764700daccd20ac56675f81f0c10b0e.b10.16')",1,0,0,0,0,1,0,1
"('4764700daccd20ac56675f81f0c10b0e.b3.18', '4764700daccd20ac56675f81f0c10b0e.b25.5')",0,0,0,0,0,0,0,1
"('4764700daccd20ac56675f81f0c10b0e.b3.21', '4764700daccd20ac56675f81f0c10b0e.b27.3')",0,0,0,0,0,0,1,1
"('4764700daccd20ac56675f81f0c10b0e.b3.21', '4764700daccd20ac56675f81f0c10b0e.b3.18')",0,0,0,0,0,0,1,1
"('4764700daccd20ac56675f81f0c10b0e.b6.13', '4764700daccd20ac56675f81f0c10b0e.b12.11')",1,0,0,1,0,1,1,0
