mention_pair,sentence1,sentence2,im_rationale,lemma1,lemma2,triger_1,trigger2,has_pron,within_doc,pos_tag1,pos_tag2,len_men1,len_men2,topic
"('c3e8e1bd3f296ac1417ae8ccf3671b4c.b17.20', 'c3e8e1bd3f296ac1417ae8ccf3671b4c.b17.14')","Chisler was transported to the city police station for questioning , where he admitted shooting his friend and stating that <m> it </m> was an accident , according to the affidavit .","Chisler was transported to the city police station for questioning , where he admitted <m> shooting </m> his friend and stating that it was an accident , according to the affidavit ."," Okay, let me think this through...Both documents A and B are talking about the same event, as they both refer to the same person, Chisler, being transported to the city police station for questioning. The event trigger words in both documents are ""shooting"" and ""it,"" which are the same in both cases.The common context in both documents is that Chisler is being questioned about a shooting incident involving his friend. Both documents also mention the city police station as the location where the event took place.The actors in both documents are the same, as both refer to Chisler as the perpetrator of the shooting. The affidavit mentioned in both documents is also the same, as it provides additional information about Chisler's admission of shooting his friend and labeling it an accident.The objects involved in the event are also the same, as both documents mention a shooting incident involving Chisler's friend.The locations mentioned in both documents are also the same, as both refer to the city police station as the location where the event took place.Based on these similarities, it is clear that Documents A and B are referring to the same event. The pronouns used in both documents, such as ""his"" and ""he,"" also confirm that the events being described are the same.Therefore, the answer to the question is: Yes, Documents A and B are talking about the same event.",it,shoot,it ,shooting ,1,1,PRON,PRON,1,1,453738
"('c3e8e1bd3f296ac1417ae8ccf3671b4c.b18.16', 'c3e8e1bd3f296ac1417ae8ccf3671b4c.b17.20')","According to Gmitter , a Fayette EMS first responder who tended to Addison asked him who <m> shot </m> him .","Chisler was transported to the city police station for questioning , where he admitted shooting his friend and stating that <m> it </m> was an accident , according to the affidavit ."," Okay, let me think this through...Based on the information provided in the two documents, it appears that both documents are referring to the same event. Here's how I arrived at this conclusion:1. Common context: Both documents mention a person being shot and transported to a police station for questioning. This suggests that the events described in the two documents are related.2. Actions: In document A, Addison is asked who shot him, and in document B, Chisler admits shooting his friend and states that it was an accident. These actions are consistent with each other, suggesting that the same event is being described.3. Actors: In document A, the actor is Gmitter, a Fayette EMS first responder, and in document B, the actor is Chisler. While their roles are different, they are both involved in the event being described.4. Objects: The objects mentioned in the two documents are also consistent. In document A, the object is Addison, who was shot, and in document B, the object is Chisler's friend, who was shot by Chisler.5. Locations: Both documents mention a police station, which suggests that the event occurred in a specific location.6. Pronouns: Both documents use pronouns to refer to the person who was shot, such as ""him"" in document A and ""his friend"" in document B. This suggests that the same person is being referred to in both documents.Based on these comparisons, it appears that the two documents are referring to the same event. The common context, actions, actors, objects, and locations mentioned in both documents suggest that Addison was shot by Chisler, and both documents are providing different perspectives on the same event. Therefore, I conclude that the two documents are referring to the same event.",shoot,it,shot ,it ,1,1,VERB,VERB,1,1,453738
"('c3e8e1bd3f296ac1417ae8ccf3671b4c.b2.22', 'c3e8e1bd3f296ac1417ae8ccf3671b4c.b17.20')",A Uniontown teenager was charged by city police with aggravated assault and placed in the Fayette County Jail on Wednesday for allegedly <m> shooting </m> a friend in the city 's Pershing Court housing complex .,"Chisler was transported to the city police station for questioning , where he admitted shooting his friend and stating that <m> it </m> was an accident , according to the affidavit ."," Okay, let's do this! Here's my inner monologue reasoning:* Common context: Both documents mention the city of Uniontown and the Pershing Court housing complex.* Actions: Both documents mention the act of shooting, with document A saying the teenager ""allegedly <m> shooting </m> a friend"" and document B saying the friend was ""shot by"" the teenager.* Actors: In document A, the actor is the teenager, while in document B, the actor is the friend.* Objects: The object of the shooting is the same in both documents, which is the friend.* Locations: Both documents mention the Pershing Court housing complex in Uniontown.Based on my reasoning, it appears that the two events are the same. Here's why:* The common context of the two documents suggests that they are referring to the same event. Both documents mention the city of Uniontown and the Pershing Court housing complex, which suggests that the events are taking place in the same location.* The actions described in the two documents are similar. Both documents mention the act of shooting, with document A using the phrase ""allegedly <m> shooting </m> a friend"" and document B saying the friend was ""shot by"" the teenager. This suggests that the two documents are describing the same event, with the teenager shooting the friend.* The actors and objects involved in the events are the same. In document A, the actor is the teenager, while in document B, the actor is the friend. The object of the shooting is the same in both documents, which is the friend.* The locations mentioned in the two documents are the same. Both documents mention the Pershing Court housing complex in Uniontown, which suggests that the events are taking place in the same location.Overall, based on my reasoning, it appears that the two events are the same. The common context, actions, actors, objects, and locations mentioned in the two documents suggest that they are referring to the same event. Therefore, I conclude that documents A and B are talking about the same event.",shoot,it,shooting ,it ,0,1,VERB,VERB,1,1,453738
"('c3e8e1bd3f296ac1417ae8ccf3671b4c.b24.22', 'c3e8e1bd3f296ac1417ae8ccf3671b4c.b24.21')","Chisler , now 21 , was 16 when he was charged as an adult in the Sept. 16 , 2010 , shooting <m> death </m> of Tiffany Moody , 17 , also in a Pershing Court apartment .","Chisler , now 21 , was 16 when he was charged as an adult in the Sept. 16 , 2010 , <m> shooting </m> death of Tiffany Moody , 17 , also in a Pershing Court apartment ."," Okay, let me think this through...At first glance, it seems like Document A and Document B are talking about two separate events, given the different trigger words used in each document. However, upon closer inspection, I notice that the names of the victims and the location are the same in both documents. This suggests that the events are actually the same, but the language used to describe them is different.To determine whether the events are the same or not, I need to identify the common entities mentioned in both documents. In this case, the entities are:* Chisler: Both documents mention Chisler's name as the person involved in the event.* Tiffany Moody: Both documents mention Tiffany Moody as the victim of the event.* Pershing Court apartment: Both documents mention the same location where the event occurred.Now, let's analyze the pronouns used in each document to see if they refer to the same entities. In Document A, the pronoun ""he"" is used to refer to Chisler, and in Document B, the pronoun ""he"" is also used to refer to Chisler. This suggests that the events described in both documents involve the same person, Chisler.Furthermore, the actions described in both documents are also the same. In both documents, Chisler is accused of shooting and killing Tiffany Moody. This suggests that the events are the same, and the language used in each document is simply a different way of describing the same event.Therefore, based on my analysis, I conclude that Document A and Document B are referring to the same event. The trigger words ""death"" in Document A and ""shooting"" in Document B are simply different ways of describing the same event.",death,shoot,death ,shooting ,1,1,NOUN,NOUN,1,1,453738
"('c3e8e1bd3f296ac1417ae8ccf3671b4c.b25.17', 'c3e8e1bd3f296ac1417ae8ccf3671b4c.b24.21')","According to Chisler 's statements during a plea hearing , he was dismantling a handgun when it <m> discharged </m> unexpectedly , accidentally firing a bullet into Moody 's upper left abdomen .","Chisler , now 21 , was 16 when he was charged as an adult in the Sept. 16 , 2010 , <m> shooting </m> death of Tiffany Moody , 17 , also in a Pershing Court apartment ."," Okay, let me think this through...Based on the language used in the two documents, it appears that they are referring to the same event. Here's my reasoning:* Both documents use the term ""shooting"" to describe the event, which suggests that they are referring to the same incident.* The context of the event is the same in both documents. In Document A, Chisler is dismantling a handgun when it unexpectedly fires, and in Document B, Chisler is charged with shooting someone.* The actors involved in the event are the same in both documents. Chisler is the actor in both cases.* The location of the event is the same in both documents. Both documents mention that the event occurred in a Pershing Court apartment.* The objects involved in the event are the same in both documents. Both documents mention a handgun.* The actions taken by the actors involved in the event are the same in both documents. In Document A, Chisler is dismantling the handgun when it fires, and in Document B, Chisler is charged with shooting someone.Based on this analysis, it appears that Document A and Document B are referring to the same event. The use of the term ""shooting"" in both documents, along with the similarity in context, actors, locations, and objects, suggests that they are describing the same incident. Therefore, my decision is that the two documents are talking about the same event.",discharge,shoot,discharged ,shooting ,1,1,VERB,VERB,1,1,453738
"('c3e8e1bd3f296ac1417ae8ccf3671b4c.b25.17', 'c3e8e1bd3f296ac1417ae8ccf3671b4c.b24.22')","According to Chisler 's statements during a plea hearing , he was dismantling a handgun when it <m> discharged </m> unexpectedly , accidentally firing a bullet into Moody 's upper left abdomen .","Chisler , now 21 , was 16 when he was charged as an adult in the Sept. 16 , 2010 , shooting <m> death </m> of Tiffany Moody , 17 , also in a Pershing Court apartment ."," Okay, let me go through my inner monologue and analyze the information provided in the two documents to determine whether they are talking about the same event or not.First, I notice that both documents use the same trigger words ""discharged"" and ""death"" to refer to a specific event. This suggests that they are likely talking about the same event, as these words are often used interchangeably to describe the outcome of a firearm accident or incident.Next, I look at the entities mentioned in each document. In document A, the entity mentioned is ""Chisler,"" while in document B, the entity mentioned is ""Chisler"" and ""Tiffany Moody."" This suggests that both documents are referring to the same person, as both documents use the same name to refer to the individual involved in the event.Furthermore, the locations mentioned in each document match. Document A mentions ""a Pershing Court apartment,"" while document B also mentions ""a Pershing Court apartment."" This suggests that the event described in both documents occurred at the same location.Additionally, the actions described in each document are consistent. In document A, it is mentioned that Chisler was dismantling a handgun when it unexpectedly discharged, accidentally firing a bullet into Moody's upper left abdomen. In document B, it is mentioned that Chisler shot and killed Tiffany Moody. Both documents describe a situation where a firearm was involved and someone was injured or killed as a result.Based on my analysis, I conclude that the two documents are indeed talking about the same event. The common context, actions, actors, objects, and locations mentioned in both documents suggest that they are referring to the same incident. Therefore, I answer yes, the events described in documents A and B are the same event.",discharge,death,discharged ,death ,1,1,VERB,VERB,1,1,453738
"('c3e8e1bd3f296ac1417ae8ccf3671b4c.b25.21', 'c3e8e1bd3f296ac1417ae8ccf3671b4c.b24.21')","According to Chisler 's statements during a plea hearing , he was dismantling a handgun when it discharged unexpectedly , accidentally <m> firing </m> a bullet into Moody 's upper left abdomen .","Chisler , now 21 , was 16 when he was charged as an adult in the Sept. 16 , 2010 , <m> shooting </m> death of Tiffany Moody , 17 , also in a Pershing Court apartment ."," Okay, let me think this through...So, in document A, we have the phrase ""unexpectedly, accidentally <m> firing </m> a bullet into Moody's upper left abdomen."" And in document B, we have the phrase ""Chisler, now 21, was 16 when he was charged as an adult in the Sept. 16, 2010, <m> shooting </m> death of Tiffany Moody, 17, also in a Pershing Court apartment.""Hmm, it seems that both documents are referring to the same event, but there are some differences in the language used. In document A, the event is described as an ""unexpectedly, accidentally <m> firing </m> a bullet into Moody's upper left abdomen."" In document B, the event is described as a ""<m> shooting </m> death of Tiffany Moody, 17, also in a Pershing Court apartment.""Let me see if I can reverse-engineer the reasoning here...It seems that both documents are referring to the same event, which is the shooting death of Tiffany Moody. However, the language used in document A is more descriptive and provides more details about the circumstances surrounding the event. For example, we learn that Chisler was dismantling a handgun when it accidentally discharged and fired a bullet into Moody's abdomen.On the other hand, document B is more concise and simply states that Chisler shot and killed Tiffany Moody. However, we can infer from the context that this is the same event as the one described in document A.So, to answer the question, yes, the two documents are referring to the same event. The entities mentioned in the documents are the same, and the actions described are consistent with each other. Therefore, I conclude that the two documents are talking about the same event.",fire,shoot,firing ,shooting ,1,1,VERB,VERB,1,1,453738
"('f29ca88374473dbf2e3cc1a36210078a.b22.3', 'f29ca88374473dbf2e3cc1a36210078a.b21.0')","It hurts , it really does , because little girl was only 5 years old . She didn’t deserve <m> that </m> , she didn’t deserve that , ” said McGee .","<m> It </m> hurts , it really does , because little girl was only 5 years old . She didn’t deserve that , she didn’t deserve that , ” said McGee ."," Okay, let me think this through...Both documents A and B are discussing the same event, as they both reference the same trigger words: <m> that </m> and <m> It </m>. These words are used in the same context, indicating that they are referring to the same event.In both documents, the phrase ""little girl was only 5 years old"" is used, which suggests that the event is related to a child. Additionally, the use of the name ""McGee"" in both documents suggests that the same person is being referred to.Furthermore, the use of the word ""hurts"" in both documents suggests that the event is emotionally impactful.Based on these similarities, it is likely that the two documents are referring to the same event. Therefore, I would answer that Documents A and B are talking about the same event.Here's my reasoning:1. Both documents use the same trigger words: <m> that </m> and <m> It </m>.2. Both documents refer to a ""little girl"" who is only 5 years old.3. Both documents use the name ""McGee.""4. Both documents use the word ""hurts.""5. The similarity in language and structure suggests that the two documents are referring to the same event.In conclusion, based on the similarities in language, context, and structure, it is likely that Documents A and B are referring to the same event.",that,it,that ,It ,1,1,PRON,PRON,1,1,370966
"('f29ca88374473dbf2e3cc1a36210078a.b22.8', 'f29ca88374473dbf2e3cc1a36210078a.b21.0')","It hurts , it really does , because little girl was only 5 years old . She didn’t deserve that , she didn’t deserve <m> that </m> , ” said McGee .","<m> It </m> hurts , it really does , because little girl was only 5 years old . She didn’t deserve that , she didn’t deserve that , ” said McGee ."," Inner Monologue:Okay, let's see if we can figure out if Document A and Document B are talking about the same event. At first glance, it seems like they could be referring to different incidents, but let's dig deeper.Common context: Both documents mention a little girl who was only 5 years old.Actions: In Document A, the little girl didn't deserve to be hurt, while in Document B, the little girl didn't deserve that.Actors: Both documents mention McGee, who is seemingly related to the event in some way.Objects: There are no specific objects mentioned in either document.Locations: Again, there are no specific locations mentioned in either document.Based on the above analysis, it seems like the entities referred to by the pronouns in both documents are the same. The little girl and McGee are the same in both documents. Therefore, it is likely that Document A and Document B are referring to the same event.Reasoning:1. The little girl's age is mentioned in both documents, indicating that the event occurred when she was 5 years old.2. The use of the same name, McGee, in both documents suggests that the same person is involved in both events.3. The lack of specific contextual details in both documents (such as location or object) suggests that they are referring to a general event rather than a specific one.4. The similarity in language and tone in both documents (e.g., ""It hurts,"" ""she didn't deserve that"") suggests that they are referring to the same event.()()()()",that,it,that ,It ,1,1,PRON,PRON,1,1,370966
"('f29ca88374473dbf2e3cc1a36210078a.b22.8', 'f29ca88374473dbf2e3cc1a36210078a.b21.3')","It hurts , it really does , because little girl was only 5 years old . She didn’t deserve that , she didn’t deserve <m> that </m> , ” said McGee .","It hurts , <m> it </m> really does , because little girl was only 5 years old . She didn’t deserve that , she didn’t deserve that , ” said McGee ."," Okay, let me think this through...Both documents A and B are talking about the same event, as they both reference the same trigger words: ""it hurts"" and ""little girl."" The context of both documents is also the same, as they both describe a situation where a young child was harmed or injured.The actors involved in both documents are the same: McGee.The objects involved in both documents are also the same: the little girl.The locations mentioned in both documents are also the same: the child was only 5 years old.The actions described in both documents are also the same: the child was harmed or injured.Now, let me think about the pronouns used in each document...In document A, the pronoun ""she"" is used to refer to the little girl. In document B, the pronoun ""she"" is also used to refer to the little girl. This suggests that the same child is being referred to in both documents.Therefore, based on the evidence provided, I conclude that documents A and B are talking about the same event. The trigger words, context, actors, objects, and locations are all consistent, and the pronouns used to refer to the child are the same in both documents.",that,it,that ,it ,1,1,PRON,PRON,1,1,370966
"('ab2c181fb050263daef5b60e2a7c094a.b2.17', 'ab2c181fb050263daef5b60e2a7c094a.b10.4')",The Georgia Bureau of Investigation and Jefferson police remained mum on Monday concerning the circumstances of the <m> deadly </m> shooting .,"The name of the child was being withheld on Monday , the GBI said . Authorities have ordered and <m> autopsy </m> on the child ."," Okay, let me think this through...Based on the context, it seems that both documents are referring to the same event, which is the death of a child. The event trigger words in both documents are ""deadly"" in Document A and ""autopsy"" in Document B.From the information provided, I can identify some common elements between the two documents:* The event is a death, specifically the death of a child.* The event occurred in Georgia, as mentioned in both documents.* The Georgia Bureau of Investigation (GBI) and Jefferson police are involved in the investigation, as mentioned in both documents.* The child's name is being withheld, as mentioned in Document B.Now, let me analyze the reasoning behind my decision:* The use of the same event trigger words in both documents suggests that they are referring to the same event.* The fact that the GBI and Jefferson police are involved in the investigation in both documents further supports the idea that they are referring to the same event.* The mention of an autopsy in Document B, which is a common procedure following a death investigation, suggests that the event in question is a death investigation.* The fact that the child's name is being withheld in Document B suggests that the event is a recent or sensitive investigation.Based on this analysis, I conclude that Document A and Document B are referring to the same event, which is the death of a child in Georgia under investigation by the GBI and Jefferson police.",deadly,autopsy,deadly ,autopsy ,1,1,ADJ,ADJ,1,1,314763
"('c889402ceeb85f1129faf2bbee0fe86c.b2.8', 'b00a8290e2f3ea81aec02ca4635f4d92.t1.13')","Police : Third suspect arrested in King Carter 's shooting - WSVN - TV - 7NEWS Miami Ft . Lauderdale News , Weather , Deco MIAMI ( WSVN ) -- Police have made a third arrest in the <m> shooting </m> death of 6-year - old King Carter .","Police : Feud on Facebook put Miami 6-year - old in deadly <m> crossfire </m> Two teens who were out for vengeance are charged in murder of King Carter , police said"," Okay, let me see if I can reverse-engineer the reasoning behind the two documents based on the event trigger words ""shooting"" in Document A and ""crossfire"" in Document B.My inner monologue goes like this:* Hmm, both documents are talking about the same event.* Wait, what? They're not using the same event trigger word?! But they're both talking about the same kid, King Carter, who got killed.* Okay, let me think this through. So, Document A uses the term ""shooting,"" while Document B uses ""crossfire."" Are they referring to the same thing?* Well, both documents mention that King Carter was killed in a shooting/crossfire incident. So, they must be talking about the same event.* But what about the different terms used? Is ""shooting"" more general, while ""crossfire"" is more specific? Or is it the other way around?* Hold on, let me look closer. Both documents mention that the incident happened in Miami. So, the location is the same.* And what about the actors involved? Both documents mention that two teenagers were involved in the incident.* Okay, I think I've got it now. The event trigger words ""shooting"" in Document A and ""crossfire"" in Document B are actually referring to the same event, but they're using different terms to describe it. The teenagers who were involved in the incident are the same in both documents.* So, to answer the question, the two documents are talking about the same event. They're just using different language to describe it.In conclusion, my inner monologue has decided that the two documents are indeed talking about the same event, despite the different terms used to describe it. The event trigger words ""shooting"" in Document A and ""crossfire"" in Document B refer to the same incident involving the killing of 6-year-old King Carter in Miami.",shooting,crossfire,shooting ,crossfire ,1,0,NOUN,NOUN,1,1,508327
"('c889402ceeb85f1129faf2bbee0fe86c.b4.26', 'b00a8290e2f3ea81aec02ca4635f4d92.t1.13')","Two other teens , identified as 18-year - old Leonard Adams and 17-year - old Irwen Pressley , were arrested Wednesday , in connection with the <m> shooting </m> .","Police : Feud on Facebook put Miami 6-year - old in deadly <m> crossfire </m> Two teens who were out for vengeance are charged in murder of King Carter , police said"," Inner Monologue:As I read through the two documents, I notice that both of them are referring to the same event. The event trigger words in both documents are <m> shooting  </m> in document A and <m> crossfire  </m> in document B.The common context between the two documents is the mention of a deadly event involving a 6-year-old child. This suggests that the two events are related and are part of the same incident.In document A, the entities mentioned in relation to the event trigger words are ""Leonard Adams"" and ""Irwen Pressley,"" who were arrested in connection with the shooting. In document B, the entities mentioned are ""two teens"" who were out for vengeance and are charged in the murder of King Carter, according to the police.Upon further analysis, I realize that the two teens mentioned in document B are likely the same individuals as the ""two other teens"" mentioned in document A. This is because the ages of the individuals mentioned in both documents match, and the fact that they were arrested in connection with the shooting suggests that they are the same individuals.Therefore, based on the facts provided in the two documents, it is clear that the two events are referring to the same incident. The event trigger words in both documents are related to the same deadly shooting, and the entities mentioned in relation to these trigger words are the same individuals.Decision: The two events described in documents A and B are the same event.()",shooting,crossfire,shooting ,crossfire ,1,0,NOUN,NOUN,1,1,508327
"('c889402ceeb85f1129faf2bbee0fe86c.b6.22', 'b00a8290e2f3ea81aec02ca4635f4d92.t1.13')","Police said the three teens were involved in a social media dispute with an individual only known as "" JuJu . "" As a result the teens showed up at the apartments along Northwest 12th Avenue and 103rd Lane , Saturday afternoon to <m> shoot </m> at "" JuJu , "" who lived in the same apartment building as young Carter .","Police : Feud on Facebook put Miami 6-year - old in deadly <m> crossfire </m> Two teens who were out for vengeance are charged in murder of King Carter , police said"," Okay, let's break this down. Based on the information provided in the two documents, here is my inner monologue reasoning:* Common context: Both documents mention a shooting or crossfire incident involving a child, King Carter in document B and "" JuJu "" in document A.* Actions: In document A, the teens showed up at the apartment building to shoot at "" JuJu ."" In document B, the two teens were out for vengeance and were involved in a crossfire that resulted in the murder of King Carter.* Actors: In document A, the actors are the three teens who showed up at the apartment building to shoot at "" JuJu ."" In document B, the actors are the two teens who were out for vengeance.* Objects: In document A, the object is the gun used to shoot at "" JuJu ."" In document B, the object is the crossfire that resulted in the murder of King Carter.* Locations: Both documents mention the same location, the apartment building along Northwest 12th Avenue and 103rd Lane.Based on this analysis, it appears that the two events are referring to the same incident. The common context, actions, actors, objects, and locations suggest that the shooting incident involving "" JuJu "" in document A is the same incident as the crossfire that resulted in the murder of King Carter in document B.Here is my decision: Yes, the two documents are referring to the same event. The inner monologue reasoning provided above supports this conclusion. The entities related to the event-trigger words, such as "" JuJu "" and "" King Carter ,"" are the same in both documents. Additionally, the common context, actions, actors, objects, and locations mentioned in both documents suggest that the two events are the same.",shoot,crossfire,shoot ,crossfire ,1,0,VERB,VERB,1,1,508327
"('c889402ceeb85f1129faf2bbee0fe86c.b9.11', 'c889402ceeb85f1129faf2bbee0fe86c.b6.22')","Teems also told police he went to Jackson North following the <m> shooting </m> to find medical attention for Adams , who was shot in the neck during the shootout .","Police said the three teens were involved in a social media dispute with an individual only known as "" JuJu . "" As a result the teens showed up at the apartments along Northwest 12th Avenue and 103rd Lane , Saturday afternoon to <m> shoot </m> at "" JuJu , "" who lived in the same apartment building as young Carter ."," Inner Monologue:As I read through the two documents, I notice that both refer to an event involving a shooting. The trigger words used in each document are <m> shooting  </m> in document A and <m> shoot  </m> in document B. My initial thought is that these may be two separate events, but as I continue to analyze the information provided, I start to see some commonalities between the two documents.Firstly, both documents mention the location of the event. In document A, it is mentioned that the event occurred at Jackson North, while in document B, the location is given as an apartment building along Northwest 12th Avenue and 103rd Lane. This suggests that the event may have taken place in the same general area.Next, I notice that both documents mention the involvement of at least three individuals. In document A, the individuals are identified as Teems, Adams, and the person being referred to as "" JuJu ."" In document B, the individuals are referred to as the "" three teens ."" This suggests that there may be some connection between the individuals involved in the two events.Furthermore, both documents mention the use of firearms during the event. In document A, it is stated that Teems went to Jackson North following the <m> shooting  </m> to find medical attention for Adams, who was shot in the neck during the shootout. In document B, it is mentioned that the three teens showed up at the apartments along Northwest 12th Avenue and 103rd Lane to <m> shoot  </m> at "" JuJu , "" who lived in the same apartment building as young Carter. This suggests that firearms were involved in both events.Another similarity I notice is the use of pronouns to refer to the individuals involved in the events. In document A, the pronoun "" he "" is used to refer to Teems, while in document B, the pronoun "" they "" is used to refer to the three teens. This suggests that there may be some connection between the individuals involved in the two events.Based on these similarities, I decide that the two events are likely the same event. The common context, actions, actors, objects, and locations suggest that there may be a connection between the two events. The use of similar trigger words and the mention of firearms being involved in both events further support this conclusion.Therefore, I conclude that document A and document B are referring to the same event.",shooting,shoot,shooting ,shoot ,0,1,NOUN,NOUN,1,1,508327
"('c889402ceeb85f1129faf2bbee0fe86c.b9.27', 'c889402ceeb85f1129faf2bbee0fe86c.b6.22')","Teems also told police he went to Jackson North following the shooting to find medical attention for Adams , who was shot in the neck during the <m> shootout </m> .","Police said the three teens were involved in a social media dispute with an individual only known as "" JuJu . "" As a result the teens showed up at the apartments along Northwest 12th Avenue and 103rd Lane , Saturday afternoon to <m> shoot </m> at "" JuJu , "" who lived in the same apartment building as young Carter ."," Okay, let's dive into this inner monologue! Based on the given documents A and B, I will analyze the common context, actions, actors, objects, and locations to determine whether the events are referring to the same event or not.Common context:* Both documents mention a shooting incident involving multiple parties.* Both documents mention the location of the shooting as an apartment building.Actions:* In document A, Teems goes to find medical attention for Adams, who was shot in the neck during the <m> shootout</m>.* In document B, the teens show up at the apartments to <m> shoot</m> at "" JuJu,"" who lived in the same apartment building as young Carter.Actors:* In document A, Teems is mentioned as the person who went to find medical attention for Adams.* In document B, the three teens are mentioned as the individuals who showed up at the apartments to <m> shoot</m> at "" JuJu.""Objects:* In document A, the object mentioned is Adams, who was shot in the neck during the <m> shootout</m>.* In document B, the object mentioned is "" JuJu,"" who lived in the same apartment building as young Carter.Locations:* Both documents mention the location of the shooting as an apartment building.Based on the above analysis, I have determined that the events in documents A and B are referring to the same event. Here's how I reached this conclusion:* Both documents mention a shooting incident involving multiple parties at an apartment building.* The context of the shooting is the same in both documents, with the exception of the name of the person or people involved.* The actions described in both documents are similar, with Teems going to find medical attention for Adams and the teens showing up at the apartments to <m> shoot</m> at "" JuJu.""* The actors involved in the shooting are the same in both documents, with Teems and the three teens being mentioned.* The objects involved in the shooting are the same in both documents, with Adams and "" JuJu"" being mentioned.* The locations involved in the shooting are the same in both documents, with the apartment building being the common location.Based on the above analysis, I have determined that the events in documents A and B are referring to the same event. The only difference in the names of the individuals involved in the shooting.",shootout,shoot,shootout ,shoot ,0,1,NOUN,NOUN,1,1,508327
"('c889402ceeb85f1129faf2bbee0fe86c.t1.10', 'b00a8290e2f3ea81aec02ca4635f4d92.t1.13')","Police : Third suspect arrested in King Carter 's <m> shooting </m> - WSVN - TV - 7NEWS Miami Ft . Lauderdale News , Weather , Deco MIAMI ( WSVN ) -- Police have made a third arrest in the shooting death of 6-year - old King Carter .","Police : Feud on Facebook put Miami 6-year - old in deadly <m> crossfire </m> Two teens who were out for vengeance are charged in murder of King Carter , police said"," Okay, let me think this through...Based on the language used in both documents, it seems that the events being referred to are the same. Both documents use the term ""shooting"" in the context of a violent act that resulted in someone's death. In Document A, the shooting is specifically mentioned as the death of 6-year-old King Carter, while in Document B, the term ""crossfire"" is used to describe the same event.Now, let me break down the common elements I can identify between the two documents:* Entities: Both documents mention the name ""King Carter,"" indicating that the same person is involved in both events.* Actions: Both documents describe a violent act involving a shooting or crossfire.* Locations: Neither document provides a specific location for the event, but based on the context, it can be inferred that the events took place in the Miami area.* Actors: In Document A, the actors are identified as ""police"" and ""suspects,"" while in Document B, the actors are referred to as ""two teens"" and ""police.""* Objects: The only object mentioned in both documents is a gun, which was used in the shooting or crossfire.* Context: Both documents suggest that the event occurred in a city in Florida, and that the victim was a 6-year-old child.Based on these similarities, it seems likely that the two events are referring to the same incident. The use of different terms (shooting vs. crossfire) may suggest that the authors of the documents have different perspectives on the event, or that they are using different sources of information. However, based on the common elements I've identified, it seems clear that the events being referred to are the same.Therefore, my decision is that Documents A and B are referring to the same event.",shooting,crossfire,shooting ,crossfire ,1,0,NOUN,NOUN,1,1,508327
"('c889402ceeb85f1129faf2bbee0fe86c.t1.10', 'c889402ceeb85f1129faf2bbee0fe86c.b9.11')","Police : Third suspect arrested in King Carter 's <m> shooting </m> - WSVN - TV - 7NEWS Miami Ft . Lauderdale News , Weather , Deco MIAMI ( WSVN ) -- Police have made a third arrest in the shooting death of 6-year - old King Carter .","Teems also told police he went to Jackson North following the <m> shooting </m> to find medical attention for Adams , who was shot in the neck during the shootout ."," Okay, let me think this through...In document A, we have the phrase ""King Carter 's <m> shooting </m>"". This implies that there was a shooting involving King Carter, which means that there must be at least one common entity between the two documents. Specifically, King Carter is the common entity.Now, let's look at document B. We have the phrase ""following the <m> shooting </m>"". This phrase is similar to the one in document A, but it doesn't explicitly mention King Carter. However, we can infer that the shooting being referred to in document B is the same as the one in document A based on the context.For example, in document A, we are told that the shooting occurred in Miami, and that a third suspect was arrested. In document B, we are told that the shooting happened at Jackson North, which is a hospital in Miami. This suggests that the shooting in document B is the same as the one in document A.Furthermore, the use of the phrase ""following the <m> shooting </m>"" in document B suggests that the event being referred to is a sequence of events that occurred after the initial shooting. This aligns with the information provided in document A, which states that a third suspect was arrested after the shooting.Based on these observations, I conclude that documents A and B are referring to the same event. The entities mentioned in the two documents (King Carter and Jackson North) are related to the event-trigger words ""shooting"", and the context and actions described in the two documents support the conclusion that they are referring to the same event.",shooting,shooting,shooting ,shooting ,0,1,NOUN,NOUN,1,1,508327
