pairs,scores_lh_prev,coref_label
"('45_1ecbplus.xml_32', '45_10ecbplus.xml_32')",1,1
"('45_1ecbplus.xml_32', '45_11ecbplus.xml_23')",1,1
"('45_1ecbplus.xml_32', '45_12ecbplus.xml_25')",1,1
"('45_1ecbplus.xml_32', '45_12ecbplus.xml_55')",1,1
"('45_1ecbplus.xml_32', '45_1ecbplus.xml_26')",1,1
"('45_1ecbplus.xml_79', '45_1ecbplus.xml_78')",1,1
"('45_2ecbplus.xml_14', '45_1ecbplus.xml_78')",1,1
"('45_2ecbplus.xml_14', '45_1ecbplus.xml_79')",1,1
"('45_2ecbplus.xml_15', '45_10ecbplus.xml_107')",1,1
"('45_2ecbplus.xml_15', '45_11ecbplus.xml_71')",0,1
"('45_2ecbplus.xml_15', '45_11ecbplus.xml_75')",1,1
"('45_2ecbplus.xml_15', '45_12ecbplus.xml_66')",1,1
"('45_2ecbplus.xml_15', '45_1ecbplus.xml_124')",1,1
"('45_2ecbplus.xml_16', '45_1ecbplus.xml_78')",1,1
"('45_2ecbplus.xml_16', '45_1ecbplus.xml_79')",1,1
"('45_2ecbplus.xml_16', '45_2ecbplus.xml_14')",0,1
"('45_2ecbplus.xml_22', '45_1ecbplus.xml_23')",1,1
"('45_2ecbplus.xml_23', '45_10ecbplus.xml_28')",1,1
"('45_2ecbplus.xml_23', '45_10ecbplus.xml_29')",0,1
"('45_2ecbplus.xml_23', '45_10ecbplus.xml_35')",1,1
"('45_2ecbplus.xml_23', '45_11ecbplus.xml_19')",0,1
"('45_2ecbplus.xml_23', '45_11ecbplus.xml_21')",0,1
"('45_2ecbplus.xml_23', '45_11ecbplus.xml_26')",1,1
"('45_2ecbplus.xml_23', '45_1ecbplus.xml_24')",1,1
"('45_2ecbplus.xml_23', '45_1ecbplus.xml_30')",0,1
"('45_2ecbplus.xml_24', '45_10ecbplus.xml_102')",0,1
"('45_2ecbplus.xml_24', '45_10ecbplus.xml_30')",0,1
"('45_2ecbplus.xml_24', '45_10ecbplus.xml_36')",1,1
"('45_2ecbplus.xml_24', '45_11ecbplus.xml_20')",1,1
"('45_2ecbplus.xml_24', '45_11ecbplus.xml_27')",0,1
"('45_2ecbplus.xml_24', '45_11ecbplus.xml_68')",1,1
"('45_2ecbplus.xml_24', '45_12ecbplus.xml_22')",1,1
"('45_2ecbplus.xml_24', '45_12ecbplus.xml_67')",1,1
"('45_2ecbplus.xml_24', '45_1ecbplus.xml_128')",1,1
"('45_2ecbplus.xml_25', '45_12ecbplus.xml_23')",0,1
"('45_2ecbplus.xml_49', '45_10ecbplus.xml_32')",0,1
"('45_2ecbplus.xml_49', '45_11ecbplus.xml_23')",1,1
"('45_2ecbplus.xml_49', '45_12ecbplus.xml_25')",1,1
"('45_2ecbplus.xml_49', '45_12ecbplus.xml_55')",0,1
"('45_2ecbplus.xml_49', '45_1ecbplus.xml_26')",1,1
"('45_2ecbplus.xml_49', '45_1ecbplus.xml_32')",1,1
"('45_2ecbplus.xml_50', '45_12ecbplus.xml_21')",1,1
"('45_2ecbplus.xml_50', '45_12ecbplus.xml_23')",1,1
"('45_2ecbplus.xml_55', '45_10ecbplus.xml_36')",1,1
"('45_2ecbplus.xml_55', '45_11ecbplus.xml_27')",0,1
"('45_2ecbplus.xml_55', '45_12ecbplus.xml_67')",1,1
"('45_2ecbplus.xml_55', '45_1ecbplus.xml_128')",0,1
"('45_3ecbplus.xml_24', '45_10ecbplus.xml_102')",1,1
"('45_3ecbplus.xml_24', '45_10ecbplus.xml_30')",1,1
"('45_3ecbplus.xml_24', '45_11ecbplus.xml_20')",0,1
"('45_3ecbplus.xml_24', '45_11ecbplus.xml_68')",1,1
"('45_3ecbplus.xml_24', '45_12ecbplus.xml_22')",1,1
"('45_3ecbplus.xml_24', '45_12ecbplus.xml_67')",1,1
"('45_3ecbplus.xml_24', '45_1ecbplus.xml_128')",1,1
"('45_3ecbplus.xml_24', '45_2ecbplus.xml_24')",0,1
"('45_3ecbplus.xml_25', '45_3ecbplus.xml_23')",1,1
"('45_3ecbplus.xml_27', '45_10ecbplus.xml_102')",0,1
"('45_3ecbplus.xml_27', '45_10ecbplus.xml_30')",0,1
"('45_3ecbplus.xml_27', '45_11ecbplus.xml_20')",1,1
"('45_3ecbplus.xml_27', '45_11ecbplus.xml_68')",1,1
"('45_3ecbplus.xml_27', '45_12ecbplus.xml_22')",1,1
"('45_3ecbplus.xml_27', '45_12ecbplus.xml_67')",0,1
"('45_3ecbplus.xml_27', '45_1ecbplus.xml_128')",1,1
"('45_3ecbplus.xml_27', '45_2ecbplus.xml_24')",1,1
"('45_3ecbplus.xml_27', '45_3ecbplus.xml_24')",0,1
"('45_3ecbplus.xml_30', '45_12ecbplus.xml_23')",1,1
"('45_3ecbplus.xml_30', '45_2ecbplus.xml_25')",1,1
"('45_3ecbplus.xml_51', '45_3ecbplus.xml_50')",0,1
"('45_3ecbplus.xml_73', '45_10ecbplus.xml_32')",1,1
"('45_3ecbplus.xml_73', '45_11ecbplus.xml_23')",1,1
"('45_3ecbplus.xml_73', '45_12ecbplus.xml_25')",1,1
"('45_3ecbplus.xml_73', '45_12ecbplus.xml_55')",1,1
"('45_3ecbplus.xml_73', '45_1ecbplus.xml_26')",0,1
"('45_3ecbplus.xml_73', '45_1ecbplus.xml_32')",1,1
"('45_3ecbplus.xml_73', '45_2ecbplus.xml_49')",0,1
"('45_3ecbplus.xml_74', '45_10ecbplus.xml_36')",0,1
"('45_3ecbplus.xml_74', '45_11ecbplus.xml_27')",0,1
"('45_3ecbplus.xml_74', '45_12ecbplus.xml_67')",1,1
"('45_3ecbplus.xml_74', '45_1ecbplus.xml_128')",1,1
"('45_3ecbplus.xml_74', '45_2ecbplus.xml_55')",0,1
"('45_3ecbplus.xml_75', '45_12ecbplus.xml_21')",1,1
"('45_3ecbplus.xml_75', '45_12ecbplus.xml_23')",0,1
"('45_3ecbplus.xml_75', '45_2ecbplus.xml_50')",0,1
"('45_4ecbplus.xml_15', '45_1ecbplus.xml_78')",1,1
"('45_4ecbplus.xml_15', '45_1ecbplus.xml_79')",0,1
"('45_4ecbplus.xml_15', '45_2ecbplus.xml_14')",1,1
"('45_4ecbplus.xml_15', '45_2ecbplus.xml_16')",1,1
"('45_4ecbplus.xml_16', '45_10ecbplus.xml_107')",1,1
"('45_4ecbplus.xml_16', '45_11ecbplus.xml_71')",0,1
"('45_4ecbplus.xml_16', '45_11ecbplus.xml_75')",1,1
"('45_4ecbplus.xml_16', '45_12ecbplus.xml_66')",1,1
"('45_4ecbplus.xml_16', '45_1ecbplus.xml_124')",0,1
"('45_4ecbplus.xml_16', '45_2ecbplus.xml_15')",0,1
"('45_4ecbplus.xml_17', '45_1ecbplus.xml_78')",1,1
"('45_4ecbplus.xml_17', '45_1ecbplus.xml_79')",1,1
"('45_4ecbplus.xml_17', '45_2ecbplus.xml_14')",1,1
"('45_4ecbplus.xml_17', '45_2ecbplus.xml_16')",0,1
"('45_4ecbplus.xml_17', '45_4ecbplus.xml_15')",0,1
"('45_4ecbplus.xml_25', '45_12ecbplus.xml_23')",0,1
"('45_4ecbplus.xml_25', '45_2ecbplus.xml_25')",1,1
"('45_4ecbplus.xml_25', '45_3ecbplus.xml_30')",1,1
"('45_4ecbplus.xml_27', '45_10ecbplus.xml_28')",1,1
"('45_4ecbplus.xml_27', '45_10ecbplus.xml_29')",0,1
"('45_4ecbplus.xml_27', '45_10ecbplus.xml_35')",1,1
"('45_4ecbplus.xml_27', '45_11ecbplus.xml_19')",1,1
"('45_4ecbplus.xml_27', '45_11ecbplus.xml_21')",0,1
"('45_4ecbplus.xml_27', '45_11ecbplus.xml_26')",0,1
"('45_4ecbplus.xml_27', '45_1ecbplus.xml_24')",1,1
"('45_4ecbplus.xml_27', '45_1ecbplus.xml_30')",1,1
"('45_4ecbplus.xml_27', '45_2ecbplus.xml_23')",1,1
"('45_4ecbplus.xml_28', '45_10ecbplus.xml_102')",1,1
"('45_4ecbplus.xml_28', '45_10ecbplus.xml_30')",1,1
"('45_4ecbplus.xml_28', '45_10ecbplus.xml_36')",0,1
"('45_4ecbplus.xml_28', '45_11ecbplus.xml_20')",0,1
"('45_4ecbplus.xml_28', '45_11ecbplus.xml_27')",1,1
"('45_4ecbplus.xml_28', '45_11ecbplus.xml_68')",0,1
"('45_4ecbplus.xml_28', '45_12ecbplus.xml_22')",1,1
"('45_4ecbplus.xml_28', '45_12ecbplus.xml_67')",1,1
"('45_4ecbplus.xml_28', '45_1ecbplus.xml_128')",1,1
"('45_4ecbplus.xml_28', '45_2ecbplus.xml_24')",1,1
"('45_4ecbplus.xml_28', '45_3ecbplus.xml_24')",1,1
"('45_4ecbplus.xml_28', '45_3ecbplus.xml_27')",0,1
"('45_4ecbplus.xml_29', '45_1ecbplus.xml_23')",0,1
"('45_4ecbplus.xml_29', '45_2ecbplus.xml_22')",1,1
"('45_4ecbplus.xml_47', '45_10ecbplus.xml_32')",0,1
"('45_4ecbplus.xml_47', '45_11ecbplus.xml_23')",1,1
"('45_4ecbplus.xml_47', '45_12ecbplus.xml_25')",1,1
"('45_4ecbplus.xml_47', '45_12ecbplus.xml_55')",1,1
"('45_4ecbplus.xml_47', '45_1ecbplus.xml_26')",1,1
"('45_4ecbplus.xml_47', '45_1ecbplus.xml_32')",1,1
"('45_4ecbplus.xml_47', '45_2ecbplus.xml_49')",1,1
"('45_4ecbplus.xml_47', '45_3ecbplus.xml_73')",1,1
"('45_4ecbplus.xml_48', '45_12ecbplus.xml_21')",0,1
"('45_4ecbplus.xml_48', '45_12ecbplus.xml_23')",0,1
"('45_4ecbplus.xml_48', '45_2ecbplus.xml_50')",1,1
"('45_4ecbplus.xml_48', '45_3ecbplus.xml_75')",0,1
"('45_4ecbplus.xml_57', '45_10ecbplus.xml_36')",0,1
"('45_4ecbplus.xml_57', '45_11ecbplus.xml_27')",1,1
"('45_4ecbplus.xml_57', '45_12ecbplus.xml_67')",1,1
"('45_4ecbplus.xml_57', '45_1ecbplus.xml_128')",0,1
"('45_4ecbplus.xml_57', '45_2ecbplus.xml_55')",0,1
"('45_4ecbplus.xml_57', '45_3ecbplus.xml_74')",1,1
"('45_5ecbplus.xml_104', '45_10ecbplus.xml_107')",0,1
"('45_5ecbplus.xml_104', '45_11ecbplus.xml_71')",0,1
"('45_5ecbplus.xml_104', '45_11ecbplus.xml_75')",1,1
"('45_5ecbplus.xml_104', '45_1ecbplus.xml_124')",1,1
"('45_5ecbplus.xml_104', '45_2ecbplus.xml_15')",1,1
"('45_5ecbplus.xml_104', '45_4ecbplus.xml_16')",1,1
"('45_5ecbplus.xml_109', '45_10ecbplus.xml_102')",1,1
"('45_5ecbplus.xml_109', '45_10ecbplus.xml_36')",1,1
"('45_5ecbplus.xml_109', '45_11ecbplus.xml_27')",1,1
"('45_5ecbplus.xml_109', '45_11ecbplus.xml_68')",1,1
"('45_5ecbplus.xml_109', '45_12ecbplus.xml_67')",1,1
"('45_5ecbplus.xml_109', '45_2ecbplus.xml_55')",1,1
"('45_5ecbplus.xml_109', '45_3ecbplus.xml_74')",1,1
"('45_5ecbplus.xml_109', '45_4ecbplus.xml_57')",1,1
"('45_5ecbplus.xml_22', '45_1ecbplus.xml_78')",0,1
"('45_5ecbplus.xml_22', '45_1ecbplus.xml_79')",1,1
"('45_5ecbplus.xml_22', '45_2ecbplus.xml_14')",0,1
"('45_5ecbplus.xml_22', '45_2ecbplus.xml_16')",0,1
"('45_5ecbplus.xml_22', '45_4ecbplus.xml_15')",1,1
"('45_5ecbplus.xml_22', '45_4ecbplus.xml_17')",0,1
"('45_5ecbplus.xml_23', '45_10ecbplus.xml_107')",1,1
"('45_5ecbplus.xml_23', '45_11ecbplus.xml_71')",1,1
"('45_5ecbplus.xml_23', '45_11ecbplus.xml_75')",1,1
"('45_5ecbplus.xml_23', '45_12ecbplus.xml_66')",1,1
"('45_5ecbplus.xml_23', '45_1ecbplus.xml_124')",0,1
"('45_5ecbplus.xml_23', '45_2ecbplus.xml_15')",0,1
"('45_5ecbplus.xml_23', '45_4ecbplus.xml_16')",0,1
"('45_5ecbplus.xml_23', '45_5ecbplus.xml_104')",1,1
"('45_5ecbplus.xml_6', '45_10ecbplus.xml_29')",1,1
"('45_5ecbplus.xml_6', '45_10ecbplus.xml_35')",0,1
"('45_5ecbplus.xml_6', '45_11ecbplus.xml_19')",0,1
"('45_5ecbplus.xml_6', '45_11ecbplus.xml_21')",0,1
"('45_5ecbplus.xml_6', '45_11ecbplus.xml_26')",1,1
"('45_5ecbplus.xml_6', '45_1ecbplus.xml_24')",1,1
"('45_5ecbplus.xml_6', '45_1ecbplus.xml_30')",0,1
"('45_5ecbplus.xml_6', '45_2ecbplus.xml_23')",1,1
"('45_5ecbplus.xml_6', '45_4ecbplus.xml_27')",1,1
"('45_5ecbplus.xml_7', '45_10ecbplus.xml_32')",0,1
"('45_5ecbplus.xml_7', '45_11ecbplus.xml_23')",1,1
"('45_5ecbplus.xml_7', '45_12ecbplus.xml_25')",0,1
"('45_5ecbplus.xml_7', '45_12ecbplus.xml_55')",0,1
"('45_5ecbplus.xml_7', '45_1ecbplus.xml_26')",0,1
"('45_5ecbplus.xml_7', '45_1ecbplus.xml_32')",1,1
"('45_5ecbplus.xml_7', '45_2ecbplus.xml_49')",0,1
"('45_5ecbplus.xml_7', '45_3ecbplus.xml_73')",0,1
"('45_5ecbplus.xml_7', '45_4ecbplus.xml_47')",1,1
"('45_6ecbplus.xml_16', '45_10ecbplus.xml_28')",0,1
"('45_6ecbplus.xml_16', '45_10ecbplus.xml_29')",0,1
"('45_6ecbplus.xml_16', '45_10ecbplus.xml_35')",1,1
"('45_6ecbplus.xml_16', '45_11ecbplus.xml_19')",0,1
"('45_6ecbplus.xml_16', '45_11ecbplus.xml_21')",0,1
"('45_6ecbplus.xml_16', '45_11ecbplus.xml_26')",1,1
"('45_6ecbplus.xml_16', '45_1ecbplus.xml_24')",1,1
"('45_6ecbplus.xml_16', '45_1ecbplus.xml_30')",0,1
"('45_6ecbplus.xml_16', '45_2ecbplus.xml_23')",1,1
"('45_6ecbplus.xml_16', '45_4ecbplus.xml_27')",0,1
"('45_6ecbplus.xml_16', '45_5ecbplus.xml_6')",0,1
"('45_6ecbplus.xml_17', '45_10ecbplus.xml_102')",1,1
"('45_6ecbplus.xml_17', '45_10ecbplus.xml_30')",0,1
"('45_6ecbplus.xml_17', '45_10ecbplus.xml_36')",1,1
"('45_6ecbplus.xml_17', '45_11ecbplus.xml_20')",1,1
"('45_6ecbplus.xml_17', '45_11ecbplus.xml_27')",1,1
"('45_6ecbplus.xml_17', '45_11ecbplus.xml_68')",0,1
"('45_6ecbplus.xml_17', '45_12ecbplus.xml_22')",0,1
"('45_6ecbplus.xml_17', '45_1ecbplus.xml_128')",1,1
"('45_6ecbplus.xml_17', '45_2ecbplus.xml_24')",0,1
"('45_6ecbplus.xml_17', '45_3ecbplus.xml_24')",0,1
"('45_6ecbplus.xml_17', '45_3ecbplus.xml_27')",1,1
"('45_6ecbplus.xml_17', '45_4ecbplus.xml_28')",1,1
"('45_6ecbplus.xml_18', '45_10ecbplus.xml_28')",1,1
"('45_6ecbplus.xml_18', '45_10ecbplus.xml_29')",0,1
"('45_6ecbplus.xml_18', '45_10ecbplus.xml_35')",1,1
"('45_6ecbplus.xml_18', '45_11ecbplus.xml_19')",0,1
"('45_6ecbplus.xml_18', '45_11ecbplus.xml_21')",0,1
"('45_6ecbplus.xml_18', '45_11ecbplus.xml_26')",1,1
"('45_6ecbplus.xml_18', '45_1ecbplus.xml_24')",0,1
"('45_6ecbplus.xml_18', '45_1ecbplus.xml_30')",1,1
"('45_6ecbplus.xml_18', '45_2ecbplus.xml_23')",1,1
"('45_6ecbplus.xml_18', '45_4ecbplus.xml_27')",0,1
"('45_6ecbplus.xml_18', '45_5ecbplus.xml_6')",1,1
"('45_6ecbplus.xml_18', '45_6ecbplus.xml_16')",1,1
"('45_6ecbplus.xml_19', '45_10ecbplus.xml_34')",1,1
"('45_6ecbplus.xml_19', '45_11ecbplus.xml_25')",1,1
"('45_6ecbplus.xml_19', '45_1ecbplus.xml_29')",1,1
"('45_6ecbplus.xml_20', '45_10ecbplus.xml_28')",1,1
"('45_6ecbplus.xml_20', '45_10ecbplus.xml_29')",1,1
"('45_6ecbplus.xml_20', '45_10ecbplus.xml_35')",1,1
"('45_6ecbplus.xml_20', '45_11ecbplus.xml_19')",1,1
"('45_6ecbplus.xml_20', '45_11ecbplus.xml_21')",1,1
"('45_6ecbplus.xml_20', '45_11ecbplus.xml_26')",1,1
"('45_6ecbplus.xml_20', '45_1ecbplus.xml_24')",1,1
"('45_6ecbplus.xml_20', '45_1ecbplus.xml_30')",1,1
"('45_6ecbplus.xml_20', '45_2ecbplus.xml_23')",1,1
"('45_6ecbplus.xml_20', '45_4ecbplus.xml_27')",1,1
"('45_6ecbplus.xml_20', '45_5ecbplus.xml_6')",1,1
"('45_6ecbplus.xml_20', '45_6ecbplus.xml_16')",0,1
"('45_6ecbplus.xml_20', '45_6ecbplus.xml_18')",0,1
"('45_6ecbplus.xml_21', '45_1ecbplus.xml_23')",0,1
"('45_6ecbplus.xml_66', '45_10ecbplus.xml_32')",0,1
"('45_6ecbplus.xml_66', '45_11ecbplus.xml_23')",1,1
"('45_6ecbplus.xml_66', '45_12ecbplus.xml_25')",0,1
"('45_6ecbplus.xml_66', '45_12ecbplus.xml_55')",0,1
"('45_6ecbplus.xml_66', '45_1ecbplus.xml_26')",1,1
"('45_6ecbplus.xml_66', '45_1ecbplus.xml_32')",0,1
"('45_6ecbplus.xml_66', '45_2ecbplus.xml_49')",1,1
"('45_6ecbplus.xml_66', '45_3ecbplus.xml_73')",1,1
"('45_6ecbplus.xml_66', '45_4ecbplus.xml_47')",1,1
"('45_6ecbplus.xml_66', '45_5ecbplus.xml_7')",1,1
"('45_6ecbplus.xml_68', '45_10ecbplus.xml_102')",1,1
"('45_6ecbplus.xml_68', '45_10ecbplus.xml_30')",0,1
"('45_6ecbplus.xml_68', '45_10ecbplus.xml_36')",0,1
"('45_6ecbplus.xml_68', '45_11ecbplus.xml_20')",0,1
"('45_6ecbplus.xml_68', '45_11ecbplus.xml_27')",1,1
"('45_6ecbplus.xml_68', '45_11ecbplus.xml_68')",1,1
"('45_6ecbplus.xml_68', '45_12ecbplus.xml_22')",0,1
"('45_6ecbplus.xml_68', '45_12ecbplus.xml_67')",0,1
"('45_6ecbplus.xml_68', '45_1ecbplus.xml_128')",1,1
"('45_6ecbplus.xml_68', '45_2ecbplus.xml_24')",1,1
"('45_6ecbplus.xml_68', '45_3ecbplus.xml_24')",1,1
"('45_6ecbplus.xml_68', '45_3ecbplus.xml_27')",1,1
"('45_6ecbplus.xml_68', '45_4ecbplus.xml_28')",1,1
"('45_6ecbplus.xml_68', '45_5ecbplus.xml_109')",1,1
"('45_6ecbplus.xml_68', '45_6ecbplus.xml_17')",1,1
"('45_6ecbplus.xml_75', '45_10ecbplus.xml_107')",0,1
"('45_6ecbplus.xml_75', '45_11ecbplus.xml_71')",1,1
"('45_6ecbplus.xml_75', '45_11ecbplus.xml_75')",1,1
"('45_6ecbplus.xml_75', '45_12ecbplus.xml_66')",0,1
"('45_6ecbplus.xml_75', '45_1ecbplus.xml_124')",1,1
"('45_6ecbplus.xml_75', '45_2ecbplus.xml_15')",1,1
"('45_6ecbplus.xml_75', '45_4ecbplus.xml_16')",1,1
"('45_6ecbplus.xml_75', '45_5ecbplus.xml_104')",0,1
"('45_6ecbplus.xml_75', '45_5ecbplus.xml_23')",1,1
"('45_6ecbplus.xml_76', '45_10ecbplus.xml_107')",1,1
"('45_6ecbplus.xml_76', '45_11ecbplus.xml_71')",0,1
"('45_6ecbplus.xml_76', '45_11ecbplus.xml_75')",0,1
"('45_6ecbplus.xml_76', '45_12ecbplus.xml_66')",1,1
"('45_6ecbplus.xml_76', '45_1ecbplus.xml_124')",0,1
"('45_6ecbplus.xml_76', '45_2ecbplus.xml_15')",1,1
"('45_6ecbplus.xml_76', '45_4ecbplus.xml_16')",1,1
"('45_6ecbplus.xml_76', '45_5ecbplus.xml_104')",1,1
"('45_6ecbplus.xml_76', '45_5ecbplus.xml_23')",1,1
"('45_6ecbplus.xml_76', '45_6ecbplus.xml_75')",1,1
"('45_7ecbplus.xml_12', '45_1ecbplus.xml_78')",1,1
"('45_7ecbplus.xml_12', '45_1ecbplus.xml_79')",1,1
"('45_7ecbplus.xml_12', '45_2ecbplus.xml_14')",1,1
"('45_7ecbplus.xml_12', '45_2ecbplus.xml_16')",1,1
"('45_7ecbplus.xml_12', '45_4ecbplus.xml_15')",0,1
"('45_7ecbplus.xml_12', '45_4ecbplus.xml_17')",0,1
"('45_7ecbplus.xml_12', '45_5ecbplus.xml_22')",1,1
"('45_7ecbplus.xml_17', '45_10ecbplus.xml_28')",1,1
"('45_7ecbplus.xml_17', '45_10ecbplus.xml_29')",1,1
"('45_7ecbplus.xml_17', '45_11ecbplus.xml_19')",1,1
"('45_7ecbplus.xml_17', '45_11ecbplus.xml_21')",1,1
"('45_7ecbplus.xml_17', '45_1ecbplus.xml_24')",0,1
"('45_7ecbplus.xml_17', '45_1ecbplus.xml_30')",1,1
"('45_7ecbplus.xml_17', '45_2ecbplus.xml_23')",1,1
"('45_7ecbplus.xml_17', '45_4ecbplus.xml_27')",1,1
"('45_7ecbplus.xml_17', '45_5ecbplus.xml_6')",1,1
"('45_7ecbplus.xml_17', '45_6ecbplus.xml_16')",1,1
"('45_7ecbplus.xml_17', '45_6ecbplus.xml_18')",1,1
"('45_7ecbplus.xml_20', '45_10ecbplus.xml_28')",1,1
"('45_7ecbplus.xml_20', '45_10ecbplus.xml_29')",1,1
"('45_7ecbplus.xml_20', '45_10ecbplus.xml_35')",1,1
"('45_7ecbplus.xml_20', '45_11ecbplus.xml_19')",1,1
"('45_7ecbplus.xml_20', '45_11ecbplus.xml_21')",1,1
"('45_7ecbplus.xml_20', '45_11ecbplus.xml_26')",1,1
"('45_7ecbplus.xml_20', '45_1ecbplus.xml_24')",1,1
"('45_7ecbplus.xml_20', '45_1ecbplus.xml_30')",1,1
"('45_7ecbplus.xml_20', '45_2ecbplus.xml_23')",1,1
"('45_7ecbplus.xml_20', '45_4ecbplus.xml_27')",1,1
"('45_7ecbplus.xml_20', '45_5ecbplus.xml_6')",1,1
"('45_7ecbplus.xml_20', '45_6ecbplus.xml_16')",1,1
"('45_7ecbplus.xml_20', '45_6ecbplus.xml_18')",0,1
"('45_7ecbplus.xml_20', '45_6ecbplus.xml_20')",1,1
"('45_7ecbplus.xml_20', '45_7ecbplus.xml_17')",1,1
"('45_7ecbplus.xml_23', '45_10ecbplus.xml_34')",1,1
"('45_7ecbplus.xml_23', '45_11ecbplus.xml_25')",0,1
"('45_7ecbplus.xml_23', '45_1ecbplus.xml_29')",0,1
"('45_7ecbplus.xml_23', '45_6ecbplus.xml_19')",1,1
"('45_7ecbplus.xml_24', '45_10ecbplus.xml_28')",0,1
"('45_7ecbplus.xml_24', '45_10ecbplus.xml_29')",0,1
"('45_7ecbplus.xml_24', '45_10ecbplus.xml_35')",1,1
"('45_7ecbplus.xml_24', '45_11ecbplus.xml_19')",0,1
"('45_7ecbplus.xml_24', '45_11ecbplus.xml_21')",0,1
"('45_7ecbplus.xml_24', '45_11ecbplus.xml_26')",0,1
"('45_7ecbplus.xml_24', '45_1ecbplus.xml_24')",1,1
"('45_7ecbplus.xml_24', '45_1ecbplus.xml_30')",1,1
"('45_7ecbplus.xml_24', '45_2ecbplus.xml_23')",0,1
"('45_7ecbplus.xml_24', '45_4ecbplus.xml_27')",1,1
"('45_7ecbplus.xml_24', '45_5ecbplus.xml_6')",1,1
"('45_7ecbplus.xml_24', '45_6ecbplus.xml_16')",0,1
"('45_7ecbplus.xml_24', '45_6ecbplus.xml_18')",0,1
"('45_7ecbplus.xml_24', '45_6ecbplus.xml_20')",0,1
"('45_7ecbplus.xml_24', '45_7ecbplus.xml_20')",0,1
"('45_7ecbplus.xml_30', '45_1ecbplus.xml_23')",0,1
"('45_7ecbplus.xml_30', '45_6ecbplus.xml_21')",1,1
"('45_7ecbplus.xml_41', '45_5ecbplus.xml_78')",1,1
"('45_7ecbplus.xml_51', '45_10ecbplus.xml_107')",1,1
"('45_7ecbplus.xml_51', '45_11ecbplus.xml_71')",0,1
"('45_7ecbplus.xml_51', '45_11ecbplus.xml_75')",1,1
"('45_7ecbplus.xml_51', '45_12ecbplus.xml_66')",0,1
"('45_7ecbplus.xml_51', '45_1ecbplus.xml_124')",1,1
"('45_7ecbplus.xml_51', '45_2ecbplus.xml_15')",1,1
"('45_7ecbplus.xml_51', '45_4ecbplus.xml_16')",1,1
"('45_7ecbplus.xml_51', '45_5ecbplus.xml_104')",0,1
"('45_7ecbplus.xml_51', '45_5ecbplus.xml_23')",0,1
"('45_7ecbplus.xml_51', '45_6ecbplus.xml_75')",0,1
"('45_7ecbplus.xml_51', '45_6ecbplus.xml_76')",0,1
"('45_7ecbplus.xml_54', '45_10ecbplus.xml_102')",1,1
"('45_7ecbplus.xml_54', '45_10ecbplus.xml_30')",1,1
"('45_7ecbplus.xml_54', '45_10ecbplus.xml_36')",0,1
"('45_7ecbplus.xml_54', '45_11ecbplus.xml_20')",1,1
"('45_7ecbplus.xml_54', '45_11ecbplus.xml_27')",1,1
"('45_7ecbplus.xml_54', '45_11ecbplus.xml_68')",0,1
"('45_7ecbplus.xml_54', '45_12ecbplus.xml_22')",1,1
"('45_7ecbplus.xml_54', '45_12ecbplus.xml_67')",0,1
"('45_7ecbplus.xml_54', '45_1ecbplus.xml_128')",1,1
"('45_7ecbplus.xml_54', '45_2ecbplus.xml_24')",1,1
"('45_7ecbplus.xml_54', '45_3ecbplus.xml_24')",1,1
"('45_7ecbplus.xml_54', '45_3ecbplus.xml_27')",1,1
"('45_7ecbplus.xml_54', '45_3ecbplus.xml_74')",1,1
"('45_7ecbplus.xml_54', '45_4ecbplus.xml_28')",1,1
"('45_7ecbplus.xml_54', '45_5ecbplus.xml_109')",1,1
"('45_7ecbplus.xml_54', '45_6ecbplus.xml_17')",1,1
"('45_7ecbplus.xml_54', '45_6ecbplus.xml_68')",0,1
"('45_7ecbplus.xml_55', '45_5ecbplus.xml_106')",1,1
"('45_7ecbplus.xml_56', '45_5ecbplus.xml_110')",0,1
"('45_7ecbplus.xml_57', '45_10ecbplus.xml_107')",0,1
"('45_7ecbplus.xml_57', '45_11ecbplus.xml_71')",1,1
"('45_7ecbplus.xml_57', '45_11ecbplus.xml_75')",0,1
"('45_7ecbplus.xml_57', '45_12ecbplus.xml_66')",1,1
"('45_7ecbplus.xml_57', '45_1ecbplus.xml_124')",0,1
"('45_7ecbplus.xml_57', '45_2ecbplus.xml_15')",0,1
"('45_7ecbplus.xml_57', '45_4ecbplus.xml_16')",1,1
"('45_7ecbplus.xml_57', '45_5ecbplus.xml_104')",0,1
"('45_7ecbplus.xml_57', '45_5ecbplus.xml_23')",0,1
"('45_7ecbplus.xml_57', '45_6ecbplus.xml_75')",1,1
"('45_7ecbplus.xml_57', '45_6ecbplus.xml_76')",1,1
"('45_7ecbplus.xml_57', '45_7ecbplus.xml_51')",1,1
"('45_7ecbplus.xml_58', '45_10ecbplus.xml_102')",1,1
"('45_7ecbplus.xml_58', '45_10ecbplus.xml_30')",0,1
"('45_7ecbplus.xml_58', '45_11ecbplus.xml_20')",1,1
"('45_7ecbplus.xml_58', '45_11ecbplus.xml_68')",0,1
"('45_7ecbplus.xml_58', '45_12ecbplus.xml_22')",1,1
"('45_7ecbplus.xml_58', '45_1ecbplus.xml_128')",0,1
"('45_7ecbplus.xml_58', '45_2ecbplus.xml_24')",1,1
